Input Facts,Input Rules,Inference,Label,Template Type
 Mary travelled to the kitchen. Sandra moved to the office. Mary went back to the bedroom. Mary journeyed to the kitchen. John travelled to the bedroom. Daniel went to the bedroom., If Mary travelled to the kitchen then Mary is in the kitchen. If Sandra moved to the office then Sandra is in the office. If Mary went back to the bedroom then Mary is in the bedroom. If Mary journeyed to the kitchen then Mary is in the kitchen. If John travelled to the bedroom then John is in the bedroom. If Daniel went to the bedroom then Daniel is in the bedroom.,Mary is in the garden.,FALSE,Type 4-PersonLocationChange
 Mary travelled to the kitchen. Sandra moved to the office. Mary went back to the bedroom. Mary journeyed to the kitchen. John travelled to the bedroom. Daniel went to the bedroom. Sandra journeyed to the garden. Sandra travelled to the office., If Mary travelled to the kitchen then Mary is in the kitchen. If Sandra moved to the office then Sandra is in the office. If Mary went back to the bedroom then Mary is in the bedroom. If Mary journeyed to the kitchen then Mary is in the kitchen. If John travelled to the bedroom then John is in the bedroom. If Daniel went to the bedroom then Daniel is in the bedroom. If Sandra journeyed to the garden then Sandra is in the garden. If Sandra travelled to the office then Sandra is in the office.,Sandra is in the office.,TRUE,Type 4-PersonLocationChange
 Mary travelled to the kitchen. Sandra moved to the office. Mary went back to the bedroom. Mary journeyed to the kitchen. John travelled to the bedroom. Daniel went to the bedroom. Sandra journeyed to the garden. Sandra travelled to the office. Mary travelled to the office. Mary journeyed to the kitchen., If Mary travelled to the kitchen then Mary is in the kitchen. If Sandra moved to the office then Sandra is in the office. If Mary went back to the bedroom then Mary is in the bedroom. If Mary journeyed to the kitchen then Mary is in the kitchen. If John travelled to the bedroom then John is in the bedroom. If Daniel went to the bedroom then Daniel is in the bedroom. If Sandra journeyed to the garden then Sandra is in the garden. If Sandra travelled to the office then Sandra is in the office. If Mary travelled to the office then Mary is in the office. If Mary journeyed to the kitchen then Mary is in the kitchen.,Sandra is in the bathroom.,FALSE,Type 4-PersonLocationChange
 Daniel journeyed to the kitchen. John journeyed to the office., If Daniel journeyed to the kitchen then Daniel is in the kitchen. If John journeyed to the office then John is in the office.,John is in the kitchen.,FALSE,Type 4-PersonLocationChange
 Daniel journeyed to the kitchen. John journeyed to the office. Daniel travelled to the bedroom. Sandra journeyed to the bathroom., If Daniel journeyed to the kitchen then Daniel is in the kitchen. If John journeyed to the office then John is in the office. If Daniel travelled to the bedroom then Daniel is in the bedroom. If Sandra journeyed to the bathroom then Sandra is in the bathroom.,Daniel is in the garden.,FALSE,Type 4-PersonLocationChange
 Daniel journeyed to the kitchen. John journeyed to the office. Daniel travelled to the bedroom. Sandra journeyed to the bathroom. Mary travelled to the bedroom. John travelled to the kitchen., If Daniel journeyed to the kitchen then Daniel is in the kitchen. If John journeyed to the office then John is in the office. If Daniel travelled to the bedroom then Daniel is in the bedroom. If Sandra journeyed to the bathroom then Sandra is in the bathroom. If Mary travelled to the bedroom then Mary is in the bedroom. If John travelled to the kitchen then John is in the kitchen.,John is in the garden.,FALSE,Type 4-PersonLocationChange
 Daniel journeyed to the kitchen. John journeyed to the office. Daniel travelled to the bedroom. Sandra journeyed to the bathroom. Mary travelled to the bedroom. John travelled to the kitchen. Mary went back to the garden. Sandra went back to the bedroom., If Daniel journeyed to the kitchen then Daniel is in the kitchen. If John journeyed to the office then John is in the office. If Daniel travelled to the bedroom then Daniel is in the bedroom. If Sandra journeyed to the bathroom then Sandra is in the bathroom. If Mary travelled to the bedroom then Mary is in the bedroom. If John travelled to the kitchen then John is in the kitchen. If Mary went back to the garden then Mary is in the garden. If Sandra went back to the bedroom then Sandra is in the bedroom.,Sandra is in the bathroom.,FALSE,Type 4-PersonLocationChange
 Daniel journeyed to the kitchen. John journeyed to the office. Daniel travelled to the bedroom. Sandra journeyed to the bathroom. Mary travelled to the bedroom. John travelled to the kitchen. Mary went back to the garden. Sandra went back to the bedroom. Sandra journeyed to the bathroom. Daniel moved to the bathroom., If Daniel journeyed to the kitchen then Daniel is in the kitchen. If John journeyed to the office then John is in the office. If Daniel travelled to the bedroom then Daniel is in the bedroom. If Sandra journeyed to the bathroom then Sandra is in the bathroom. If Mary travelled to the bedroom then Mary is in the bedroom. If John travelled to the kitchen then John is in the kitchen. If Mary went back to the garden then Mary is in the garden. If Sandra went back to the bedroom then Sandra is in the bedroom. If Sandra journeyed to the bathroom then Sandra is in the bathroom. If Daniel moved to the bathroom then Daniel is in the bathroom.,Sandra is in the kitchen.,FALSE,Type 4-PersonLocationChange
 Sandra journeyed to the hallway. Mary moved to the bedroom., If Sandra journeyed to the hallway then Sandra is in the hallway. If Mary moved to the bedroom then Mary is in the bedroom.,Mary is in the kitchen.,FALSE,Type 4-PersonLocationChange
 Sandra journeyed to the hallway. Mary moved to the bedroom. Mary went back to the office. Sandra moved to the bedroom., If Sandra journeyed to the hallway then Sandra is in the hallway. If Mary moved to the bedroom then Mary is in the bedroom. If Mary went back to the office then Mary is in the office. If Sandra moved to the bedroom then Sandra is in the bedroom.,Mary is in the bathroom.,FALSE,Type 4-PersonLocationChange
 Sandra journeyed to the hallway. Mary moved to the bedroom. Mary went back to the office. Sandra moved to the bedroom. Sandra moved to the kitchen. Daniel moved to the bedroom., If Sandra journeyed to the hallway then Sandra is in the hallway. If Mary moved to the bedroom then Mary is in the bedroom. If Mary went back to the office then Mary is in the office. If Sandra moved to the bedroom then Sandra is in the bedroom. If Sandra moved to the kitchen then Sandra is in the kitchen. If Daniel moved to the bedroom then Daniel is in the bedroom.,Daniel is in the kitchen.,FALSE,Type 4-PersonLocationChange
 Sandra journeyed to the hallway. Mary moved to the bedroom. Mary went back to the office. Sandra moved to the bedroom. Sandra moved to the kitchen. Daniel moved to the bedroom. Sandra went to the hallway. Mary journeyed to the bathroom., If Sandra journeyed to the hallway then Sandra is in the hallway. If Mary moved to the bedroom then Mary is in the bedroom. If Mary went back to the office then Mary is in the office. If Sandra moved to the bedroom then Sandra is in the bedroom. If Sandra moved to the kitchen then Sandra is in the kitchen. If Daniel moved to the bedroom then Daniel is in the bedroom. If Sandra went to the hallway then Sandra is in the hallway. If Mary journeyed to the bathroom then Mary is in the bathroom.,Sandra is in the office.,FALSE,Type 4-PersonLocationChange
 Sandra journeyed to the hallway. Mary moved to the bedroom. Mary went back to the office. Sandra moved to the bedroom. Sandra moved to the kitchen. Daniel moved to the bedroom. Sandra went to the hallway. Mary journeyed to the bathroom. John went back to the bathroom. John travelled to the hallway., If Sandra journeyed to the hallway then Sandra is in the hallway. If Mary moved to the bedroom then Mary is in the bedroom. If Mary went back to the office then Mary is in the office. If Sandra moved to the bedroom then Sandra is in the bedroom. If Sandra moved to the kitchen then Sandra is in the kitchen. If Daniel moved to the bedroom then Daniel is in the bedroom. If Sandra went to the hallway then Sandra is in the hallway. If Mary journeyed to the bathroom then Mary is in the bathroom. If John went back to the bathroom then John is in the bathroom. If John travelled to the hallway then John is in the hallway.,Daniel is in the bedroom.,TRUE,Type 4-PersonLocationChange
 Sandra moved to the office. John went to the kitchen., If Sandra moved to the office then Sandra is in the office. If John went to the kitchen then John is in the kitchen.,John is in the kitchen.,TRUE,Type 4-PersonLocationChange
 Sandra moved to the office. John went to the kitchen. John travelled to the garden. Mary moved to the office., If Sandra moved to the office then Sandra is in the office. If John went to the kitchen then John is in the kitchen. If John travelled to the garden then John is in the garden. If Mary moved to the office then Mary is in the office.,Mary is in the bedroom.,FALSE,Type 4-PersonLocationChange
